月度,达人分层,达人ID,月度视频条数,月度总GMV,参与激励方案类型,实际获得激励金额,是否当月退出,达人流失率,资金消耗率,GMV投产比
2026-02,尾部,KOL_131,180,492.92,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_132,147,545.63,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_133,170,581.02,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_139,131,545.83,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_140,172,501.78,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_141,182,543.08,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_143,141,559.7,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_144,129,598.95,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_145,178,619.03,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_146,162,392.93,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_148,161,548.62,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_154,174,684.71,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_158,130,358.78,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_161,157,673.88,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_162,133,705.81,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_163,144,586.71,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_164,182,557.49,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_165,196,382.0,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_168,195,606.24,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_170,167,683.61,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_171,190,406.92,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_172,185,532.57,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_173,152,473.46,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_174,176,558.75,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_176,149,477.07,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_179,164,605.38,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_180,156,525.71,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_182,210,527.75,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_186,138,306.55,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_188,128,749.1,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_191,164,709.07,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_192,148,568.18,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_193,139,482.28,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_194,158,552.51,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_195,153,275.88,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_196,157,639.48,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_197,193,630.75,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_198,165,588.04,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_201,182,708.0,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_202,168,681.23,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_203,171,656.97,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_204,168,398.22,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_206,156,562.77,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_207,146,525.7,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_208,138,562.21,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_209,189,578.23,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_210,135,598.34,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_211,178,567.33,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_215,132,343.85,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_217,145,565.3,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_218,143,488.18,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_219,136,692.6,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_220,147,565.93,纯条数激励,312.15,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_221,139,583.89,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_224,170,455.43,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_226,146,430.29,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_227,166,406.7,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_228,193,491.57,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_229,162,526.0,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_230,161,630.15,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_232,181,418.04,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_233,144,237.45,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_234,181,588.52,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_235,159,666.09,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_237,140,352.68,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_241,173,765.54,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_243,145,712.33,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_249,181,809.81,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_250,176,778.79,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_255,146,560.94,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_257,167,623.7,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_258,182,502.95,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_260,143,502.24,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_261,134,381.66,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_266,166,515.97,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_268,170,452.24,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_270,151,812.54,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_272,165,498.97,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_277,129,252.01,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_278,150,546.41,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_279,192,588.81,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_280,192,802.17,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_281,143,615.61,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_282,143,531.37,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_284,176,885.36,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_285,134,583.04,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_288,154,251.58,未达标,0.0,True,0.1121,0.6451,3.22
2026-02,尾部,KOL_289,166,432.19,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_291,169,623.41,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_293,184,595.12,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_294,132,480.49,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_295,159,606.29,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_296,172,371.37,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_297,146,458.0,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_298,155,705.07,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_300,190,434.04,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_301,202,7279.12,条数+GMV叠加,558.13,True,0.1169,1.1067,11.45
2026-02,尾部,KOL_306,155,527.48,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,头部,KOL_307,349,50614.2,条数+GMV叠加,941.58,False,0.0,1.0611,55.25
2026-02,尾部,KOL_308,180,412.28,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_309,163,567.55,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_310,185,787.37,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,头部,KOL_311,331,58305.59,条数+GMV叠加,1005.6,False,0.0,1.0611,55.25
2026-02,腰部,KOL_312,176,5528.35,条数+GMV叠加,549.02,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_313,144,614.4,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_314,141,409.55,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_315,184,4288.43,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_316,157,498.71,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_317,155,521.53,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_318,194,6398.78,条数+GMV叠加,553.55,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_319,221,6728.28,条数+GMV叠加,555.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_320,228,3672.09,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_321,238,6628.07,条数+GMV叠加,554.74,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_322,171,436.86,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_323,169,580.05,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_324,190,5646.46,条数+GMV叠加,549.63,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_325,217,6521.33,条数+GMV叠加,554.19,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_326,143,516.12,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_327,128,398.93,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_328,117,307.33,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_329,191,4052.44,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_330,148,173.25,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_331,118,415.94,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,腰部,KOL_332,151,3409.41,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_333,201,4352.58,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_334,189,2913.17,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_335,136,421.63,未达标,0.0,False,0.1121,0.6451,3.22
2026-03,头部,KOL_001,331,89745.11,条数+GMV叠加,1646.67,False,0.0645,1.0702,56.72
2026-03,头部,KOL_002,313,47767.53,条数+GMV叠加,909.32,False,0.0645,1.0702,56.72
2026-03,头部,KOL_003,336,110358.84,条数+GMV叠加,1859.15,False,0.0645,1.0702,56.72
2026-03,头部,KOL_004,263,62081.77,条数+GMV叠加,1027.36,False,0.0645,1.0702,56.72
2026-03,头部,KOL_005,400,70845.56,条数+GMV叠加,1305.79,False,0.0645,1.0702,56.72
2026-03,头部,KOL_006,296,82199.41,条数+GMV叠加,1568.88,False,0.0645,1.0702,56.72
2026-03,头部,KOL_007,388,82020.18,条数+GMV叠加,1567.04,False,0.0645,1.0702,56.72
2026-03,头部,KOL_008,340,53369.67,条数+GMV叠加,955.51,False,0.0645,1.0702,56.72
2026-03,头部,KOL_009,298,94894.68,条数+GMV叠加,1699.75,False,0.0645,1.0702,56.72
2026-03,头部,KOL_010,396,64998.31,条数+GMV叠加,1051.41,False,0.0645,1.0702,56.72
2026-03,头部,KOL_011,362,91022.54,条数+GMV叠加,1659.83,False,0.0645,1.0702,56.72
2026-03,头部,KOL_012,309,107005.89,条数+GMV叠加,1824.59,False,0.0645,1.0702,56.72
2026-03,头部,KOL_013,376,92283.99,条数+GMV叠加,1672.84,False,0.0645,1.0702,56.72
2026-03,头部,KOL_014,336,59145.79,条数+GMV叠加,1003.15,False,0.0645,1.0702,56.72
2026-03,头部,KOL_015,240,47508.32,条数+GMV叠加,907.18,False,0.0645,1.0702,56.72
2026-03,头部,KOL_016,305,122958.4,条数+GMV叠加,1989.03,False,0.0645,1.0702,56.72
2026-03,头部,KOL_018,366,130241.77,条数+GMV叠加,2064.11,False,0.0645,1.0702,56.72
2026-03,头部,KOL_019,298,103880.97,条数+GMV叠加,1792.38,False,0.0645,1.0702,56.72
2026-03,头部,KOL_020,302,54134.07,条数+GMV叠加,961.82,False,0.0645,1.0702,56.72
2026-03,头部,KOL_021,331,110566.22,条数+GMV叠加,1861.29,True,0.0645,1.0702,56.72
2026-03,头部,KOL_022,308,76745.93,条数+GMV叠加,1354.45,False,0.0645,1.0702,56.72
2026-03,头部,KOL_023,268,72908.53,条数+GMV叠加,1322.8,False,0.0645,1.0702,56.72
2026-03,头部,KOL_024,331,57719.23,条数+GMV叠加,991.38,False,0.0645,1.0702,56.72
2026-03,头部,KOL_025,268,66730.28,条数+GMV叠加,1271.85,True,0.0645,1.0702,56.72
2026-03,头部,KOL_026,268,59774.08,条数+GMV叠加,1008.33,False,0.0645,1.0702,56.72
2026-03,头部,KOL_027,270,85072.12,条数+GMV叠加,1598.5,False,0.0645,1.0702,56.72
2026-03,头部,KOL_028,259,72771.38,条数+GMV叠加,1321.67,False,0.0645,1.0702,56.72
2026-03,头部,KOL_029,331,73663.62,条数+GMV叠加,1329.03,False,0.0645,1.0702,56.72
2026-03,头部,KOL_030,370,74106.39,条数+GMV叠加,1332.68,False,0.0645,1.0702,56.72
2026-03,腰部,KOL_032,182,6152.24,条数+GMV叠加,547.11,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_033,205,5227.56,条数+GMV叠加,542.35,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_034,191,5047.04,条数+GMV叠加,541.42,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_035,209,3379.5,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_038,216,5923.63,条数+GMV叠加,545.93,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_039,185,4428.12,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_040,220,5003.59,条数+GMV叠加,541.19,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_041,183,4256.6,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_043,208,5475.34,条数+GMV叠加,543.62,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_044,204,4183.55,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_045,211,4635.58,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_048,172,4548.28,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_049,212,7968.34,条数+GMV叠加,556.47,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_052,173,4467.35,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_054,188,3671.48,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_056,176,6605.86,条数+GMV叠加,549.45,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_057,179,2843.78,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_058,181,6372.94,条数+GMV叠加,548.25,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_059,221,5957.28,条数+GMV叠加,546.11,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_060,204,6501.7,条数+GMV叠加,548.91,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_061,256,7143.75,条数+GMV叠加,552.22,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_064,233,5463.46,条数+GMV叠加,543.56,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_066,202,5844.43,条数+GMV叠加,545.53,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_068,188,3727.53,纯条数激励,309.24,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_070,207,4464.9,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_071,238,4163.6,纯条数激励,309.24,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_073,176,3805.25,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_074,199,6019.83,条数+GMV叠加,546.43,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_075,200,5097.32,条数+GMV叠加,541.68,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_081,177,5819.56,条数+GMV叠加,545.4,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_084,175,3191.77,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_085,205,4455.12,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_086,245,5383.73,条数+GMV叠加,543.15,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_088,240,3046.42,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_089,226,2895.81,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_090,220,4590.92,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_091,200,6618.26,条数+GMV叠加,549.51,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_092,174,4459.18,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_093,215,6415.48,条数+GMV叠加,548.47,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_095,193,3867.9,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_096,202,5835.17,条数+GMV叠加,545.48,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_097,208,4891.1,纯条数激励,515.4,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_098,189,4851.64,纯条数激励,515.4,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_099,203,6487.89,条数+GMV叠加,548.84,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_100,215,6638.32,条数+GMV叠加,549.62,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_101,206,3683.74,纯条数激励,309.24,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_103,218,6793.39,条数+GMV叠加,550.42,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_104,227,7195.11,条数+GMV叠加,552.49,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_105,175,4120.17,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_108,190,5114.62,条数+GMV叠加,541.76,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_109,164,3642.59,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_110,220,3666.72,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_112,226,5613.0,条数+GMV叠加,544.33,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_113,226,4218.51,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_117,208,3829.92,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_120,200,5833.55,条数+GMV叠加,545.47,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_126,161,630.98,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_127,142,591.73,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_128,185,328.31,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_129,147,539.39,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_133,169,487.39,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_139,127,469.06,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_141,181,563.11,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_143,170,613.27,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_144,139,558.7,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_145,169,647.17,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_154,172,598.98,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_158,134,392.47,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_161,172,676.64,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_162,158,731.64,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_163,150,514.34,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_164,197,609.68,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_165,174,428.56,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_168,209,534.73,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_170,178,679.1,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_171,166,384.99,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_172,166,622.04,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_174,160,650.56,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_176,148,417.65,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_179,165,642.56,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_180,151,505.39,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_182,196,550.66,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_186,121,255.49,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_188,132,658.06,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_191,172,726.68,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_192,137,514.76,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_194,166,548.35,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_195,174,268.07,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_196,161,572.13,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_197,187,644.95,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_198,168,597.46,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_202,161,559.09,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_204,179,468.84,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_206,155,530.63,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_207,150,546.34,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_208,141,530.68,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_209,171,451.18,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_211,186,698.97,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_215,130,353.28,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_217,151,508.58,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_218,139,432.99,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_219,152,627.59,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_221,130,567.92,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_226,158,392.66,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_227,166,418.85,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_228,187,491.4,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_229,155,451.44,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_230,156,692.03,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_232,187,459.64,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_233,159,317.59,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_234,172,709.69,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_235,172,746.18,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_237,147,396.8,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_241,163,639.62,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_243,158,600.02,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_249,167,727.87,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_250,166,593.19,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_255,139,495.49,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_257,169,734.22,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_258,178,566.92,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_260,154,507.63,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_261,132,380.51,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_266,153,477.36,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_268,166,434.63,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_270,135,546.79,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_272,160,449.27,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_277,122,281.86,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_278,133,476.76,未达标,0.0,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_279,198,739.25,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_280,181,591.08,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_281,151,621.46,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_282,155,535.59,纯条数激励,309.24,False,0.0943,0.7113,2.64
